iter,step,backtrack
107,0.001953125,9
108,0.0009765625,10
109,0.001953125,9
110,0.0009765625,10
111,0.0009765625,10
112,0.001953125,9
113,0.0009765625,10
114,0.001953125,9
115,0.0009765625,10
116,0.001953125,9
117,0.0009765625,10
118,0.001953125,9
119,0.0009765625,10
120,0.0009765625,10
121,0.001953125,9
122,0.0009765625,10
123,0.001953125,9
124,0.0009765625,10
125,0.001953125,9
126,0.0009765625,10
127,0.0009765625,10
128,0.001953125,9
129,0.0009765625,10
130,0.001953125,9
131,0.0009765625,10
132,0.001953125,9
133,0.0009765625,10
134,0.0009765625,10
135,0.001953125,9
136,0.0009765625,10
137,0.001953125,9
138,0.0009765625,10
139,0.001953125,9
140,0.0009765625,10
141,0.0009765625,10
142,0.001953125,9
143,0.0009765625,10
144,0.001953125,9
145,0.0009765625,10
146,0.001953125,9
147,0.0009765625,10
148,0.0009765625,10
149,0.001953125,9
150,0.0009765625,10
151,0.001953125,9
152,0.0009765625,10
153,0.0009765625,10
154,0.001953125,9
155,0.0009765625,10
156,0.001953125,9
157,0.0009765625,10
158,0.001953125,9
159,0.0009765625,10
160,0.0009765625,10
161,0.001953125,9
162,0.0009765625,10
163,0.001953125,9
164,0.0009765625,10
165,0.0009765625,10
166,0.001953125,9
167,0.0009765625,10
168,0.001953125,9
169,0.0009765625,10
170,0.001953125,9
171,0.0009765625,10
172,0.0009765625,10
173,0.001953125,9
174,0.0009765625,10
175,0.001953125,9
176,0.0009765625,10
177,0.0009765625,10
178,0.001953125,9
179,0.0009765625,10
180,0.001953125,9
181,0.0009765625,10
182,0.0009765625,10
183,0.001953125,9
184,0.0009765625,10
185,0.001953125,9
186,0.0009765625,10
187,0.0009765625,10
188,0.001953125,9
189,0.0009765625,10
190,0.001953125,9
191,0.0009765625,10
192,0.001953125,9
193,0.0009765625,10
194,0.0009765625,10
195,0.001953125,9
196,0.0009765625,10
197,0.001953125,9
198,0.0009765625,10
199,0.0009765625,10
200,0.001953125,9
201,0.0009765625,10
202,0.001953125,9
203,0.0009765625,10
204,0.0009765625,10
205,0.001953125,9
206,0.0009765625,10
207,0.001953125,9
208,0.0009765625,10
209,0.0009765625,10
210,0.001953125,9
211,0.0009765625,10
212,0.001953125,9
213,0.0009765625,10
214,0.0009765625,10
215,0.001953125,9
216,0.0009765625,10
217,0.001953125,9
218,0.0009765625,10
219,0.0009765625,10
220,0.001953125,9
221,0.0009765625,10
222,0.0009765625,10
223,0.001953125,9
224,0.0009765625,10
225,0.001953125,9
226,0.0009765625,10
227,0.0009765625,10
228,0.001953125,9
229,0.0009765625,10
230,0.001953125,9
231,0.0009765625,10
232,0.0009765625,10
233,0.001953125,9
234,0.0009765625,10
235,0.001953125,9
236,0.0009765625,10
237,0.0009765625,10
238,0.001953125,9
239,0.0009765625,10
240,0.001953125,9
241,0.0009765625,10
242,0.0009765625,10
243,0.001953125,9
244,0.0009765625,10
245,0.0009765625,10
246,0.001953125,9
247,0.0009765625,10
248,0.001953125,9
249,0.0009765625,10
250,0.0009765625,10
251,0.001953125,9
252,0.0009765625,10
253,0.001953125,9
254,0.0009765625,10
255,0.0009765625,10
256,0.001953125,9
257,0.0009765625,10
258,0.0009765625,10
259,0.001953125,9
260,0.0009765625,10
261,0.001953125,9
262,0.0009765625,10
263,0.0009765625,10
264,0.001953125,9
265,0.0009765625,10
266,0.0009765625,10
267,0.001953125,9
268,0.0009765625,10
269,0.001953125,9
270,0.0009765625,10
271,0.0009765625,10
272,0.001953125,9
273,0.0009765625,10
274,0.001953125,9
275,0.0009765625,10
276,0.0009765625,10
277,0.001953125,9
278,0.0009765625,10
279,0.0009765625,10
280,0.001953125,9
281,0.0009765625,10
282,0.001953125,9
283,0.0009765625,10
284,0.0009765625,10
285,0.001953125,9
286,0.0009765625,10
287,0.0009765625,10
288,0.001953125,9
289,0.0009765625,10
290,0.0009765625,10
291,0.001953125,9
292,0.0009765625,10
293,0.001953125,9
294,0.0009765625,10
295,0.0009765625,10
296,0.001953125,9
297,0.0009765625,10
298,0.0009765625,10
299,0.001953125,9
300,0.0009765625,10
301,0.0009765625,10
302,0.001953125,9
303,0.0009765625,10
304,0.001953125,9
305,0.0009765625,10
306,0.0009765625,10
307,0.001953125,9
308,0.0009765625,10
309,0.0009765625,10
310,0.001953125,9
311,0.0009765625,10
312,0.0009765625,10
313,0.001953125,9
314,0.0009765625,10
315,0.0009765625,10
316,0.001953125,9
317,0.0009765625,10
318,0.001953125,9
319,0.0009765625,10
320,0.0009765625,10
321,0.001953125,9
322,0.0009765625,10
323,0.0009765625,10
324,0.001953125,9
325,0.0009765625,10
326,0.0009765625,10
327,0.001953125,9
328,0.0009765625,10
329,0.0009765625,10
330,0.001953125,9
331,0.0009765625,10
332,0.0009765625,10
333,0.001953125,9
334,0.0009765625,10
335,0.0009765625,10
336,0.001953125,9
337,0.0009765625,10
338,0.0009765625,10
339,0.001953125,9
340,0.0009765625,10
341,0.0009765625,10
342,0.001953125,9
343,0.0009765625,10
344,0.0009765625,10
345,0.001953125,9
346,0.0009765625,10
347,0.0009765625,10
348,0.001953125,9
349,0.0009765625,10
350,0.0009765625,10
351,0.001953125,9
352,0.0009765625,10
353,0.0009765625,10
354,0.001953125,9
355,0.0009765625,10
356,0.0009765625,10
357,0.001953125,9
358,0.0009765625,10
359,0.0009765625,10
360,0.001953125,9
361,0.0009765625,10
362,0.0009765625,10
363,0.001953125,9
364,0.0009765625,10
365,0.0009765625,10
366,0.001953125,9
367,0.0009765625,10
368,0.0009765625,10
369,0.001953125,9
370,0.0009765625,10
371,0.0009765625,10
372,0.001953125,9
373,0.0009765625,10
374,0.0009765625,10
375,0.001953125,9
376,0.0009765625,10
377,0.0009765625,10
378,0.001953125,9
379,0.0009765625,10
380,0.0009765625,10
381,0.001953125,9
382,0.0009765625,10
383,0.0009765625,10
384,0.001953125,9
385,0.0009765625,10
386,0.0009765625,10
387,0.001953125,9
388,0.0009765625,10
389,0.0009765625,10
390,0.001953125,9
391,0.0009765625,10
392,0.0009765625,10
393,0.001953125,9
394,0.0009765625,10
395,0.0009765625,10
396,0.001953125,9
397,0.0009765625,10
398,0.0009765625,10
399,0.001953125,9
400,0.0009765625,10
401,0.0009765625,10
402,0.001953125,9
403,0.0009765625,10
404,0.0009765625,10
405,0.001953125,9
406,0.0009765625,10
407,0.0009765625,10
408,0.001953125,9
409,0.0009765625,10
410,0.0009765625,10
411,0.001953125,9
412,0.0009765625,10
413,0.0009765625,10
414,0.001953125,9
415,0.0009765625,10
416,0.0009765625,10
417,0.001953125,9
418,0.0009765625,10
419,0.0009765625,10
420,0.001953125,9
421,0.0009765625,10
422,0.0009765625,10
423,0.001953125,9
424,0.0009765625,10
425,0.0009765625,10
426,0.001953125,9
427,0.0009765625,10
428,0.0009765625,10
429,0.0009765625,10
430,0.001953125,9
431,0.0009765625,10
432,0.0009765625,10
433,0.001953125,9
434,0.0009765625,10
435,0.0009765625,10
436,0.001953125,9
437,0.0009765625,10
438,0.0009765625,10
439,0.001953125,9
440,0.0009765625,10
441,0.0009765625,10
442,0.001953125,9
443,0.0009765625,10
444,0.0009765625,10
445,0.001953125,9
446,0.0009765625,10
447,0.0009765625,10
448,0.001953125,9
449,0.0009765625,10
450,0.0009765625,10
451,0.001953125,9
452,0.0009765625,10
453,0.0009765625,10
454,0.0009765625,10
455,0.001953125,9
456,0.0009765625,10
457,0.0009765625,10
458,0.001953125,9
459,0.0009765625,10
460,0.0009765625,10
461,0.001953125,9
462,0.0009765625,10
463,0.0009765625,10
464,0.001953125,9
465,0.0009765625,10
466,0.0009765625,10
467,0.001953125,9
468,0.0009765625,10
469,0.0009765625,10
470,0.001953125,9
471,0.0009765625,10
472,0.0009765625,10
473,0.001953125,9
474,0.0009765625,10
475,0.0009765625,10
476,0.0009765625,10
477,0.001953125,9
478,0.0009765625,10
479,0.0009765625,10
480,0.001953125,9
481,0.0009765625,10
482,0.0009765625,10
483,0.001953125,9
484,0.0009765625,10
485,0.0009765625,10
486,0.001953125,9
487,0.0009765625,10
488,0.0009765625,10
489,0.001953125,9
490,0.0009765625,10
491,0.0009765625,10
492,0.0009765625,10
493,0.001953125,9
494,0.0009765625,10
495,0.0009765625,10
496,0.001953125,9
497,0.0009765625,10
498,0.0009765625,10
499,0.001953125,9
500,0.0009765625,10
501,0.0009765625,10
502,0.001953125,9
503,0.0009765625,10
504,0.0009765625,10
505,0.001953125,9
506,0.0009765625,10
507,0.0009765625,10
508,0.0009765625,10
509,0.001953125,9
510,0.0009765625,10
511,0.0009765625,10
512,0.001953125,9
513,0.0009765625,10
514,0.0009765625,10
515,0.001953125,9
516,0.0009765625,10
517,0.0009765625,10
518,0.001953125,9
519,0.0009765625,10
520,0.0009765625,10
521,0.001953125,9
522,0.0009765625,10
523,0.0009765625,10
524,0.0009765625,10
525,0.001953125,9
526,0.0009765625,10
527,0.0009765625,10
528,0.001953125,9
529,0.0009765625,10
530,0.0009765625,10
531,0.001953125,9
532,0.0009765625,10
533,0.0009765625,10
534,0.001953125,9
535,0.0009765625,10
536,0.0009765625,10
537,0.0009765625,10
538,0.001953125,9
539,0.0009765625,10
540,0.0009765625,10
541,0.001953125,9
542,0.0009765625,10
543,0.0009765625,10
544,0.001953125,9
545,0.0009765625,10
546,0.0009765625,10
547,0.0009765625,10
548,0.001953125,9
549,0.0009765625,10
550,0.0009765625,10
551,0.001953125,9
552,0.0009765625,10
553,0.0009765625,10
554,0.001953125,9
555,0.0009765625,10
556,0.0009765625,10
557,0.0009765625,10
558,0.001953125,9
559,0.0009765625,10
560,0.0009765625,10
561,0.001953125,9
562,0.0009765625,10
563,0.0009765625,10
564,0.0009765625,10
565,0.001953125,9
566,0.0009765625,10
567,0.0009765625,10
568,0.001953125,9
569,0.0009765625,10
570,0.0009765625,10
571,0.001953125,9
572,0.0009765625,10
573,0.0009765625,10
574,0.0009765625,10
575,0.001953125,9
576,0.0009765625,10
577,0.0009765625,10
578,0.001953125,9
579,0.0009765625,10
580,0.0009765625,10
581,0.0009765625,10
582,0.001953125,9
583,0.0009765625,10
584,0.0009765625,10
585,0.001953125,9
586,0.0009765625,10
587,0.0009765625,10
588,0.0009765625,10
589,0.001953125,9
590,0.0009765625,10
591,0.0009765625,10
592,0.001953125,9
593,0.0009765625,10
594,0.0009765625,10
595,0.0009765625,10
596,0.001953125,9
597,0.0009765625,10
598,0.0009765625,10
599,0.001953125,9
600,0.0009765625,10
601,0.0009765625,10
602,0.0009765625,10
603,0.001953125,9
604,0.0009765625,10
605,0.0009765625,10
606,0.001953125,9
607,0.0009765625,10
608,0.0009765625,10
609,0.0009765625,10
610,0.001953125,9
611,0.0009765625,10
612,0.0009765625,10
613,0.001953125,9
614,0.0009765625,10
615,0.0009765625,10
616,0.0009765625,10
617,0.001953125,9
618,0.0009765625,10
619,0.0009765625,10
620,0.001953125,9
621,0.0009765625,10
622,0.0009765625,10
623,0.0009765625,10
624,0.001953125,9
625,0.0009765625,10
626,0.0009765625,10
627,0.001953125,9
628,0.0009765625,10
629,0.0009765625,10
630,0.001953125,9
631,0.0009765625,10
632,0.0009765625,10
633,0.0009765625,10
634,0.001953125,9
635,0.0009765625,10
636,0.0009765625,10
637,0.001953125,9
638,0.0009765625,10
639,0.0009765625,10
640,0.0009765625,10
641,0.001953125,9
642,0.0009765625,10
643,0.0009765625,10
644,0.0009765625,10
645,0.001953125,9
646,0.0009765625,10
647,0.0009765625,10
648,0.001953125,9
649,0.0009765625,10
650,0.0009765625,10
651,0.0009765625,10
652,0.001953125,9
653,0.0009765625,10
654,0.0009765625,10
655,0.001953125,9
656,0.0009765625,10
657,0.0009765625,10
658,0.0009765625,10
659,0.001953125,9
660,0.0009765625,10
661,0.0009765625,10
662,0.001953125,9
663,0.0009765625,10
664,0.0009765625,10
665,0.0009765625,10
666,0.001953125,9
667,0.0009765625,10
668,0.0009765625,10
669,0.001953125,9
670,0.0009765625,10
671,0.0009765625,10
672,0.0009765625,10
673,0.001953125,9
674,0.0009765625,10
675,0.0009765625,10
676,0.001953125,9
677,0.0009765625,10
678,0.0009765625,10
679,0.0009765625,10
680,0.001953125,9
681,0.0009765625,10
682,0.0009765625,10
683,0.001953125,9
684,0.0009765625,10
685,0.0009765625,10
686,0.0009765625,10
687,0.001953125,9
688,0.0009765625,10
689,0.0009765625,10
690,0.001953125,9
691,0.0009765625,10
692,0.0009765625,10
693,0.0009765625,10
694,0.001953125,9
695,0.0009765625,10
696,0.0009765625,10
697,0.0009765625,10
698,0.001953125,9
699,0.0009765625,10
700,0.0009765625,10
701,0.001953125,9
702,0.0009765625,10
703,0.0009765625,10
704,0.0009765625,10
705,0.001953125,9
706,0.0009765625,10
707,0.0009765625,10
708,0.001953125,9
709,0.0009765625,10
710,0.0009765625,10
711,0.0009765625,10
712,0.001953125,9
713,0.0009765625,10
714,0.0009765625,10
715,0.001953125,9
716,0.0009765625,10
717,0.0009765625,10
718,0.0009765625,10
719,0.001953125,9
720,0.0009765625,10
721,0.0009765625,10
722,0.0009765625,10
723,0.001953125,9
724,0.0009765625,10
725,0.0009765625,10
726,0.001953125,9
727,0.0009765625,10
728,0.0009765625,10
729,0.0009765625,10
730,0.001953125,9
731,0.0009765625,10
732,0.0009765625,10
733,0.001953125,9
734,0.0009765625,10
735,0.0009765625,10
736,0.0009765625,10
737,0.001953125,9
738,0.0009765625,10
739,0.0009765625,10
740,0.001953125,9
741,0.0009765625,10
742,0.0009765625,10
743,0.0009765625,10
744,0.001953125,9
745,0.0009765625,10
746,0.0009765625,10
747,0.0009765625,10
748,0.001953125,9
749,0.0009765625,10
750,0.0009765625,10
751,0.001953125,9
752,0.0009765625,10
753,0.0009765625,10
754,0.0009765625,10
755,0.001953125,9
756,0.0009765625,10
757,0.0009765625,10
758,0.001953125,9
759,0.0009765625,10
760,0.0009765625,10
761,0.0009765625,10
762,0.001953125,9
763,0.0009765625,10
764,0.0009765625,10
765,0.0009765625,10
766,0.001953125,9
767,0.0009765625,10
768,0.0009765625,10
769,0.001953125,9
770,0.0009765625,10
771,0.0009765625,10
772,0.0009765625,10
773,0.001953125,9
774,0.0009765625,10
775,0.0009765625,10
776,0.001953125,9
777,0.0009765625,10
778,0.0009765625,10
779,0.0009765625,10
780,0.001953125,9
781,0.0009765625,10
782,0.0009765625,10
783,0.0009765625,10
784,0.001953125,9
785,0.0009765625,10
786,0.0009765625,10
787,0.001953125,9
788,0.0009765625,10
789,0.0009765625,10
790,0.0009765625,10
791,0.001953125,9
792,0.0009765625,10
793,0.0009765625,10
794,0.0009765625,10
795,0.001953125,9
796,0.0009765625,10
797,0.0009765625,10
798,0.001953125,9
799,0.0009765625,10
800,0.0009765625,10
801,0.0009765625,10
802,0.001953125,9
803,0.0009765625,10
804,0.0009765625,10
805,0.0009765625,10
806,0.001953125,9
807,0.0009765625,10
808,0.0009765625,10
809,0.0009765625,10
810,0.001953125,9
811,0.0009765625,10
812,0.0009765625,10
813,0.001953125,9
814,0.0009765625,10
815,0.0009765625,10
816,0.0009765625,10
817,0.001953125,9
818,0.0009765625,10
819,0.0009765625,10
820,0.0009765625,10
821,0.001953125,9
822,0.0009765625,10
823,0.0009765625,10
824,0.0009765625,10
825,0.001953125,9
826,0.0009765625,10
827,0.0009765625,10
828,0.0009765625,10
829,0.001953125,9
830,0.0009765625,10
831,0.0009765625,10
832,0.001953125,9
833,0.0009765625,10
834,0.0009765625,10
835,0.0009765625,10
836,0.001953125,9
837,0.0009765625,10
838,0.0009765625,10
839,0.0009765625,10
840,0.001953125,9
841,0.0009765625,10
842,0.0009765625,10
843,0.0009765625,10
844,0.001953125,9
845,0.0009765625,10
846,0.0009765625,10
847,0.0009765625,10
848,0.001953125,9
849,0.0009765625,10
850,0.0009765625,10
851,0.001953125,9
852,0.0009765625,10
853,0.0009765625,10
854,0.0009765625,10
855,0.001953125,9
856,0.0009765625,10
857,0.0009765625,10
858,0.0009765625,10
859,0.001953125,9
860,0.0009765625,10
861,0.0009765625,10
862,0.0009765625,10
863,0.001953125,9
864,0.0009765625,10
865,0.0009765625,10
866,0.001953125,9
867,0.0009765625,10
868,0.0009765625,10
869,0.0009765625,10
870,0.001953125,9
871,0.0009765625,10
872,0.0009765625,10
873,0.0009765625,10
874,0.001953125,9
875,0.0009765625,10
876,0.0009765625,10
877,0.0009765625,10
878,0.001953125,9
879,0.0009765625,10
880,0.0009765625,10
881,0.0009765625,10
882,0.001953125,9
883,0.0009765625,10
884,0.0009765625,10
885,0.001953125,9
886,0.0009765625,10
887,0.0009765625,10
888,0.0009765625,10
889,0.001953125,9
890,0.0009765625,10
891,0.0009765625,10
892,0.0009765625,10
893,0.001953125,9
894,0.0009765625,10
895,0.0009765625,10
896,0.0009765625,10
897,0.001953125,9
898,0.0009765625,10
899,0.0009765625,10
900,0.0009765625,10
901,0.001953125,9
902,0.0009765625,10
903,0.0009765625,10
904,0.001953125,9
905,0.0009765625,10
906,0.0009765625,10
907,0.0009765625,10
908,0.001953125,9
909,0.0009765625,10
910,0.0009765625,10
911,0.0009765625,10
912,0.001953125,9
913,0.0009765625,10
914,0.0009765625,10
915,0.0009765625,10
916,0.001953125,9
917,0.0009765625,10
918,0.0009765625,10
919,0.0009765625,10
920,0.001953125,9
921,0.0009765625,10
922,0.0009765625,10
923,0.001953125,9
924,0.0009765625,10
925,0.0009765625,10
926,0.0009765625,10
927,0.001953125,9
928,0.0009765625,10
929,0.0009765625,10
930,0.0009765625,10
931,0.001953125,9
932,0.0009765625,10
933,0.0009765625,10
934,0.0009765625,10
935,0.001953125,9
936,0.0009765625,10
937,0.0009765625,10
938,0.0009765625,10
939,0.001953125,9
940,0.0009765625,10
941,0.0009765625,10
942,0.0009765625,10
943,0.001953125,9
944,0.0009765625,10
945,0.0009765625,10
946,0.001953125,9
947,0.0009765625,10
948,0.0009765625,10
949,0.0009765625,10
950,0.001953125,9
951,0.0009765625,10
952,0.0009765625,10
953,0.0009765625,10
954,0.001953125,9
955,0.0009765625,10
956,0.0009765625,10
957,0.0009765625,10
958,0.001953125,9
959,0.0009765625,10
960,0.0009765625,10
961,0.0009765625,10
962,0.001953125,9
963,0.0009765625,10
964,0.0009765625,10
965,0.001953125,9
966,0.0009765625,10
967,0.0009765625,10
968,0.0009765625,10
969,0.001953125,9
970,0.0009765625,10
971,0.0009765625,10
972,0.0009765625,10
973,0.001953125,9
974,0.0009765625,10
975,0.0009765625,10
976,0.0009765625,10
977,0.001953125,9
978,0.0009765625,10
979,0.0009765625,10
980,0.0009765625,10
981,0.001953125,9
982,0.0009765625,10
983,0.0009765625,10
984,0.001953125,9
985,0.0009765625,10
986,0.0009765625,10
987,0.0009765625,10
988,0.001953125,9
989,0.0009765625,10
990,0.0009765625,10
991,0.0009765625,10
992,0.001953125,9
993,0.0009765625,10
994,0.0009765625,10
995,0.0009765625,10
996,0.001953125,9
997,0.0009765625,10
998,0.0009765625,10
999,0.0009765625,10
1000,0.001953125,9
1001,0.0009765625,10
1002,0.0009765625,10
1003,0.001953125,9
1004,0.0009765625,10
1005,0.0009765625,10
1006,0.0009765625,10
1007,0.001953125,9
1008,0.0009765625,10
1009,0.0009765625,10
1010,0.0009765625,10
1011,0.001953125,9
1012,0.0009765625,10
1013,0.0009765625,10
1014,0.0009765625,10
1015,0.001953125,9
1016,0.0009765625,10
1017,0.0009765625,10
1018,0.0009765625,10
1019,0.001953125,9
1020,0.0009765625,10
1021,0.0009765625,10
1022,0.001953125,9
1023,0.0009765625,10
1024,0.0009765625,10
1025,0.0009765625,10
1026,0.001953125,9
1027,0.0009765625,10
1028,0.0009765625,10
1029,0.0009765625,10
1030,0.001953125,9
1031,0.0009765625,10
1032,0.0009765625,10
1033,0.0009765625,10
1034,0.001953125,9
1035,0.0009765625,10
1036,0.0009765625,10
1037,0.0009765625,10
1038,0.001953125,9
1039,0.0009765625,10
1040,0.0009765625,10
1041,0.0009765625,10
1042,0.001953125,9
1043,0.0009765625,10
1044,0.0009765625,10
1045,0.001953125,9
1046,0.0009765625,10
1047,0.0009765625,10
1048,0.0009765625,10
1049,0.001953125,9
1050,0.0009765625,10
1051,0.0009765625,10
1052,0.0009765625,10
1053,0.001953125,9
1054,0.0009765625,10
1055,0.0009765625,10
1056,0.0009765625,10
1057,0.001953125,9
1058,0.0009765625,10
1059,0.0009765625,10
1060,0.0009765625,10
1061,0.001953125,9
1062,0.0009765625,10
1063,0.0009765625,10
1064,0.0009765625,10
1065,0.001953125,9
1066,0.0009765625,10
1067,0.0009765625,10
1068,0.0009765625,10
1069,0.001953125,9
1070,0.0009765625,10
1071,0.0009765625,10
1072,0.0009765625,10
1073,0.001953125,9
1074,0.0009765625,10
1075,0.0009765625,10
1076,0.0009765625,10
1077,0.001953125,9
1078,0.0009765625,10
1079,0.0009765625,10
1080,0.0009765625,10
1081,0.001953125,9
1082,0.0009765625,10
1083,0.0009765625,10
1084,0.0009765625,10
1085,0.001953125,9
1086,0.0009765625,10
1087,0.0009765625,10
1088,0.0009765625,10
1089,0.001953125,9
1090,0.0009765625,10
1091,0.0009765625,10
1092,0.0009765625,10
1093,0.001953125,9
1094,0.0009765625,10
1095,0.0009765625,10
1096,0.0009765625,10
1097,0.001953125,9
1098,0.0009765625,10
1099,0.0009765625,10
1100,0.0009765625,10
1101,0.001953125,9
1102,0.0009765625,10
1103,0.0009765625,10
1104,0.0009765625,10
1105,0.001953125,9
1106,0.0009765625,10
1107,0.0009765625,10
1108,0.0009765625,10
1109,0.001953125,9
1110,0.0009765625,10
1111,0.0009765625,10
1112,0.0009765625,10
1113,0.001953125,9
1114,0.0009765625,10
1115,0.0009765625,10
1116,0.0009765625,10
1117,0.001953125,9
1118,0.0009765625,10
1119,0.0009765625,10
1120,0.0009765625,10
1121,0.001953125,9
1122,0.0009765625,10
1123,0.0009765625,10
1124,0.0009765625,10
1125,0.001953125,9
1126,0.0009765625,10
1127,0.0009765625,10
1128,0.0009765625,10
1129,0.001953125,9
1130,0.0009765625,10
1131,0.0009765625,10
1132,0.0009765625,10
1133,0.001953125,9
1134,0.0009765625,10
1135,0.0009765625,10
1136,0.001953125,9
1137,0.0009765625,10
1138,0.0009765625,10
1139,0.0009765625,10
1140,0.001953125,9
1141,0.0009765625,10
1142,0.0009765625,10
1143,0.0009765625,10
1144,0.001953125,9
1145,0.0009765625,10
1146,0.0009765625,10
1147,0.0009765625,10
1148,0.001953125,9
1149,0.0009765625,10
1150,0.0009765625,10
1151,0.0009765625,10
1152,0.001953125,9
1153,0.0009765625,10
1154,0.0009765625,10
1155,0.0009765625,10
1156,0.001953125,9
1157,0.0009765625,10
1158,0.0009765625,10
1159,0.0009765625,10
1160,0.001953125,9
1161,0.0009765625,10
1162,0.0009765625,10
1163,0.0009765625,10
1164,0.001953125,9
1165,0.0009765625,10
1166,0.0009765625,10
1167,0.0009765625,10
1168,0.001953125,9
1169,0.0009765625,10
1170,0.0009765625,10
1171,0.0009765625,10
1172,0.001953125,9
1173,0.0009765625,10
1174,0.0009765625,10
1175,0.0009765625,10
1176,0.001953125,9
1177,0.0009765625,10
1178,0.0009765625,10
1179,0.0009765625,10
1180,0.001953125,9
1181,0.0009765625,10
1182,0.0009765625,10
1183,0.0009765625,10
1184,0.001953125,9
1185,0.0009765625,10
1186,0.0009765625,10
1187,0.0009765625,10
1188,0.001953125,9
1189,0.0009765625,10
1190,0.0009765625,10
1191,0.0009765625,10
1192,0.001953125,9
1193,0.0009765625,10
1194,0.0009765625,10
1195,0.001953125,9
1196,0.0009765625,10
1197,0.0009765625,10
1198,0.0009765625,10
1199,0.001953125,9
1200,0.0009765625,10
1201,0.0009765625,10
1202,0.0009765625,10
1203,0.001953125,9
1204,0.0009765625,10
1205,0.0009765625,10
1206,0.0009765625,10
1207,0.001953125,9
1208,0.0009765625,10
1209,0.0009765625,10
1210,0.0009765625,10
1211,0.001953125,9
1212,0.0009765625,10
1213,0.0009765625,10
1214,0.0009765625,10
1215,0.001953125,9
1216,0.0009765625,10
1217,0.0009765625,10
1218,0.0009765625,10
1219,0.001953125,9
1220,0.0009765625,10
1221,0.0009765625,10
1222,0.0009765625,10
1223,0.001953125,9
1224,0.0009765625,10
1225,0.0009765625,10
1226,0.0009765625,10
1227,0.001953125,9
1228,0.0009765625,10
1229,0.0009765625,10
1230,0.0009765625,10
1231,0.001953125,9
1232,0.0009765625,10
1233,0.0009765625,10
1234,0.0009765625,10
1235,0.001953125,9
1236,0.0009765625,10
1237,0.0009765625,10
1238,0.0009765625,10
1239,0.001953125,9
1240,0.0009765625,10
1241,0.0009765625,10
1242,0.001953125,9
1243,0.0009765625,10
1244,0.0009765625,10
1245,0.0009765625,10
1246,0.001953125,9
1247,0.0009765625,10
1248,0.0009765625,10
1249,0.0009765625,10
1250,0.001953125,9
1251,0.0009765625,10
1252,0.0009765625,10
1253,0.0009765625,10
1254,0.001953125,9
1255,0.0009765625,10
1256,0.0009765625,10
1257,0.0009765625,10
1258,0.001953125,9
1259,0.0009765625,10
1260,0.0009765625,10
1261,0.0009765625,10
1262,0.001953125,9
1263,0.0009765625,10
1264,0.0009765625,10
1265,0.0009765625,10
1266,0.001953125,9
1267,0.0009765625,10
1268,0.0009765625,10
1269,0.0009765625,10
1270,0.001953125,9
1271,0.0009765625,10
1272,0.0009765625,10
1273,0.0009765625,10
1274,0.001953125,9
1275,0.0009765625,10
1276,0.0009765625,10
1277,0.001953125,9
1278,0.0009765625,10
1279,0.0009765625,10
1280,0.0009765625,10
1281,0.001953125,9
1282,0.0009765625,10
